name, id, father_name, mother_name, grand_father_name
セイエイトッキュウ, 1995106665, シャーディー, モルジェスイート, モガミ
セブンフォールド, 2018104578, ディープインパクト, カルティカ, Rainbow Quest
キングシャム, 1997109459, ヘイルシャム, リュウボサツ, ノーザリー
スズランサイレンス, 2003103825, ジェニュイン, フォーティアイ, フォーティナイナー
ヨンウォニ, 2017100643, ゴールドヘイロー, プラントオジジアン, オジジアン
シーキングザラヴ, 2008103968, マイネルラヴ, ブルーファイブ, シンコウキング
リバティクイン, 1996104744, ダハール, キヨアズサ, モーニングフローリック
ハイレリーフ, 2018103529, マツリダゴッホ, ハイデフィニション, アグネスデジタル
サスケ, 2000103145, ウイニングウエイ, スターペスジョイ, ターゴワイス
マルカヴォイス, 2000100453, エブロス, コクサイアゼリア, ラッキーソブリン
キタサンマーベラス, 2018102535, ヘニーヒューズ, キタサンラブソング, ダンスインザダーク
タカノアラエビス, 2010101196, スウェプトオーヴァーボード, ハシリノキョショウ, バブルガムフェロー
オキナワノペガサス, 2007103865, エイシンサンディ, エーピーランシュウ, アジュディケーティング
セレブセレクション, 2001102762, ダンツシアトル, ヒカリスキー, マルゼンスキー
オークアンドオーク, 1996103663, オンワードファラオ, オンワードソフィア, スルーザドラゴン
ミツカネムーン, 2019103790, アドマイヤムーン, センコウノマイヒメ, スタチューオブリバティ
スミタカブライト, 1992107655, アロングオール, サバンナメロディー, ラッキーソブリン
ブラックスタディ, 1995100656, ダハール, ヘレンホイザー, ダイアトム
アークデトリオンフ, 2019102793, ルーラーシップ, ディアルーモ, ネオユニヴァース
オースミリン, 2019102635, エピファネイア, マルハチラブーム, キングカメハメハ
ワイエスゴールド, 1998100973, オジジアン, コウエイルーデンス, マルゼンスキー
クリスタルオージャ, 1998101069, クリスタルグリッターズ, ファインギャル, ストラダビンスキー
ゼッケンナンバー, 2000100213, ブラックタイアフェアー, コバンザメ, ロジンスキー
キトゥンズワルツ, 2018110021, Air Force Blue, ダンスウィズキトゥン, Kitten's Joy
ニシキコンコルド, 2004104390, エイシンサンディ, トーアギャロップ, ギャロップダイナ
チサトシンゲキ, 1999105366, タイトスポット, スイートチサキ, テスコボーイ
アファン, 2019101015, ヘニーヒューズ, レッドアンコール, キングカメハメハ
インワンシティング, 2018105433, ディープインパクト, パーソナルダイアリー, City Zip
グラヴィル, 2018104511, Le Havre, アブソリュートレディ, Galileo
サッビアマーゴ, 2018101509, ヘニーヒューズ, カーナヴァル, ダンスインザダーク
タイセイアーメット, 2018101198, タートルボウル, ハートノイヤリング, ハーツクライ
ティントリップ, 2019103040, ロードカナロア, レディルージュ, ブライアンズタイム
ニシノムネヲウツ, 2019103096, ドゥラメンテ, レッドアシェット, ダイワメジャー
ベジェサ, 2019100168, イスラボニータ, ヘイローフジ, キングヘイロー
マンクスホップ, 2019104538, ハービンジャー, キャットコイン, ステイゴールド
ミント, 2019105365, エピファネイア, ビートマッチ, ルーラーシップ
ユキヤナギ, 2019101032, パドトロワ, エーピーモモ, ダンスインザダーク
スカイロックゲート, 2014105213, ヴァーミリアン, マヤノメメント, フレンチデピュティ
ラストフォーチュン, 1999101194, マチカネタンホイザ, ハシノシーダー, ミンシオ
ボンバークイン, 1997101462, スリルショー, カネミボンバー, マジックマイルズ
マクシミリアン, 2018100174, ドゥラメンテ, ピュアウィッシーズ, Manduro
ホープライズ, 2014104013, トビーズコーナー, プリマビスティー, プリサイスエンド
キタサンシンドー, 2018105327, ワールドエース, ラトーナ, Dansili
サンエルセントロ, 2018100551, マクフィ, ハイデルベーレ, ハーツクライ
フラッシュモブ, 2011101147, パイロ, カジュアルクイーン, キングカメハメハ
シェアザグロリア, 1999106359, キンググローリアス, エドノコバン, スズカコバン
レオナルド, 1996103724, メジロライアン, グロリアスブルーム, サクラシンゲキ
ブルースウェード, 2018100520, ストロングリターン, ベッティング, カジノドライヴ
ホウヨウゴンタ, 1999103264, シンボリルドルフ, ホウヨウエバート, アンバーシャダイ
モリノオーシャン, 2018106228, ホッコータルマエ, アピールポイント, アグネスタキオン
バンブーエルトリ, 2005101645, リンドシェーバー, バンブーユキヒメ, Gulch
コウユーママニニテ, 2019101435, モンテロッソ, コウユーキズナ, ティンバーカントリー
エッチティトップ, 1998104966, プラウドデボネア, セカンドサンユウ, エビスクラウン
ワイドモーゼ, 2018102440, ミッキーアイル, ジューシージーン, High Chaparral
マッキーゴールド, 1996102757, ムービースター, ゴールデンソロン, サンエイソロン
テイエムダイアタリ, 2018101553, プリサイスエンド, ケイエスシンアカリ, クロフネ
トップスティール, 2019106387, カレンブラックヒル, モアスマイル, ホワイトマズル
トラーパニ, 2019101053, ドレフォン, ピーチドラフト, サクラバクシンオー
マッドシティ, 2017103340, メイショウボーラー, ネバーグレイス, スキャターザゴールド
デンセツノホシ, 1996100742, ダイナガリバー, センシューローマン, ブレイヴェストローマン
ロゼクラン, 2018103620, リーチザクラウン, ローズカリーナ, ハービンジャー
アカザ, 2019104374, ミッキーアイル, マイネハッピー, ブライアンズタイム
サインオブサクセス, 2019104571, ハービンジャー, セレブリティモデル, キングカメハメハ
レゾンドゥスリール, 2018105392, ハーツクライ, ローブティサージュ, ウォーエンブレム
アスクビギンアゲン, 2019101079, ハービンジャー, ディープインアスク, ディープインパクト
サンレブンワース, 2019101536, ベルシャザール, ネビュラ, ネオユニヴァース
トップオブジェラス, 2019104056, ドゥラメンテ, ジェラスガール, Petionville
フェルヴェンテ, 2020102045, ダノンバラード, オリジンファースト, Exceed And Excel
プリンスミノル, 2019106027, ベーカバド, フレアキャスケード, エルコンドルパサー
リンドラゴ, 2019101200, ミッキーアイル, ワイオラ, Sadler's Wells
シルバーグレート, 1997200026, テンパレートシル, ケイボコウセン, サクラトウコウ
キラリ, 1995106094, ワッスルタッチ, ダイゴウロリエル, ミルグロリー
ウインアラジン, 2019106069, コパノリッキー, シュウザンアイ, アフリート
クワイエット, 2016100288, ローレルゲレイロ, スパイクラベンダー, Henrythenavigator
ジダイノチョウジ, 2019102164, ジョーカプチーノ, ラビングトスカーナ, マイネルラヴ
ストロンゲスト, 2019103780, ディーマジェスティ, リトルジュン, クロフネ
プロトサマニ, 2018106717, ジョーカプチーノ, ニンフェッタ, タイキシャトル
グレースブロード, 2019106149, キンシャサノキセキ, ミルキーブロード, クロフネ
ニホンピロポート, 2019106086, ザファクター, ニホンピロシェリー, アドマイヤベガ
バンクロール, 2019106499, ディーマジェスティ, トパーズトウショウ, フレンチデピュティ
ブラジリアンソング, 2019105495, キングカメハメハ, ラスティングソング, フジキセキ
リコーレヴェントン, 2010106199, フレンチデピュティ, ケージースイート, マルゼンスキー
ジンシジョバス, 2006104321, キョウワアリシバ, パワフルウーマン, シアトルダンサーII
ミミチャン, 2008104005, エイシンサンディ, エイシンテンダネス, スキャン
ザアトム, 2019101266, ドゥラメンテ, キルシュワッサー, サクラバクシンオー
ダノンティアラ, 2019105214, ドゥラメンテ, ザキア, New Approach
ラパンラピッド, 2020102648, ルーラーシップ, クードラパン, ダイワメジャー
ヴァーチュアス, 2019106744, ダイワメジャー, ブリリアントクラン, ロックオブジブラルタル
ルフィアンキック, 2016100503, シンボリクリスエス, アドマイヤシズカ, ダンスインザダーク
ゲキザル, 2019102102, ザファクター, トゥモローズライト, アフリート
フクシャチョウ, 1998105953, ムッシュシェクル, ヌーボーシクレノン, ミスターシービー
イケノムラダイオー, 2000102613, イブンベイ, ノムラダンサー, ダンサーズイメージ
ベルロマンス, 1998102514, サッカーボーイ, ロマンスマリー, ワッスルタッチ
ガトーフレーズ, 2019100783, ジャスタウェイ, マイネサヴァラン, マンハッタンカフェ
ジャカランダ, 2019103150, キズナ, コンポステラ, エンパイアメーカー
ジャマン, 2019106333, リオンディーズ, サトノジュエル, アグネスタキオン
ラッピングカラーズ, 2019100207, ディープブリランテ, コスモカラーズ, クロフネ
エスポワールミノル, 2017104082, ケープブランコ, マイプラーナ, マンハッタンカフェ
レオポルディー, 2000102706, モガミ, シューシャ, ニホンピロウイナー
アスクヴィヴァユー, 2019106357, ディープインパクト, バディーラ, Unbridled's Song
アドバンスファラオ, 2020110106, American Pharoah, Fair Huntress, Tiznow
ゴライコウ, 2020104190, ホッコータルマエ, プロフェシーライツ, アフリート
サイブレーカー, 2020110095, Uncle Mo, Downside Scenario, Scat Daddy
サトノヴィレ, 2020104753, デクラレーションオブウォー, ダイワジェラート, フジキセキ
ショーモン, 2020103279, マインドユアビスケッツ, エポキシ, ディープインパクト
ショウナンアレクサ, 2020103271, キズナ, エセンテペ, Oratorio
スズカコーズ, 2020101035, スズカコーズウェイ, アイシースズカ, サンデーサイレンス
スズカダブル, 2020106660, バゴ, ダブルファンタジー, ジャイアントレッカー
ダノンザタイガー, 2020103417, ハーツクライ, シーズアタイガー, Tale of the Cat
チャンスザローゼス, 2020103262, エピファネイア, ヴィンテージローズ, ゼンノロブロイ
ツウカイリアル, 2020104872, ホッコータルマエ, テアトロレアル, シンボリクリスエス
ドゥラエレーデ, 2020103626, ドゥラメンテ, マルケッサ, オルフェーヴル
ナツイチバン, 2019102863, コパノリッキー, ワインレッド, A.P. Indy
ピースオブマインド, 2019101078, オルフェーヴル, ダイヤモンドアスク, ジャングルポケット
フィンガークリック, 2020102755, マインドユアビスケッツ, アンバーミニー, ダイワメジャー
ペースセッティング, 2020110007, Showcasing, ジェットセッティング, Fast Company
モンドプリューム, 2020103876, サトノダイヤモンド, エリモフェザー, シニスターミニスター
ヤマニンパニータ, 2019102775, ラブリーデイ, ヤマニンアドーレ, ダイワメジャー
ランスオブウェイブ, 2019106605, マジェスティックウォリアー, ラストアロー, アサティス
ロードディフィート, 2020102119, デクラレーションオブウォー, カディーシャ, ダイワメジャー
ワタシダケドナニカ, 2020103918, マインドユアビスケッツ, トップスカーレット, ダイワメジャー
ヴェルテンベルク, 2020103060, キタサンブラック, マルカアイチャン, フレンチデピュティ
タカカイドウ, 1996102191, フォティテン, ターナゲイン, トウショウボーイ
ダイスプリンター, 2001100252, サマーサスピション, ゲートウエーロマン, エブロス
ベルウッドエオ, 2018103085, ルーラーシップ, ショウナンガッド, フジキセキ
ラモームリック, 2002103883, エブロス, ラモーム, Saint Cyrien
トッキュウパレード, 1999106179, パークリージェント, エリモニシキ, ビゼンニシキ
ミラクルフォース, 2002109112, サンキリコ, ティーケイオーギ, タイトスポット
ナリタグローリアス, 2019104947, ストロングリターン, リトミックダンス, ダンスインザダーク
スズランマック, 1999103248, メジロマックイーン, ウイルタイムオン, アスワン
エフハリストー, 1995106211, プリンスオブバーズ, スズノダッシュ, コインドシルバー
アレグロモデラート, 2019100693, ハーツクライ, ナスノシベリウス, Unbridled's Song
キタサンシュガー, 2019105515, キタサンブラック, リップスポイズン, Mamool
ツッチーフェイス, 2019100249, ハービンジャー, ヤマノローラ, スペシャルウィーク
ラッキーミーティア, 2019102306, スズカコーズウェイ, ラッキーガール, サウスヴィグラス
ハートドラゴン, 2001102776, エイシンサンディ, パブロワスイート, シンボリルドルフ
ニコニコフクチャン, 1999100779, ロングニュートリノ, ファストスイセイ, サンエイソロン
ヒオウギ, 2001106945, サマーサスピション, マイティローマン, ブレイヴェストローマン
モラトリアム, 2018103125, キズナ, ゴールドトパーズ, エンパイアメーカー
レッジャードロ, 2018100188, ドゥラメンテ, ブルーグラスチャッター, Bluegrass Cat
シンメイマサコ, 1999104648, ダイタクヘリオス, ショウナンアイコ, ラッキーソブリン
タカラマドンナ, 2019104328, ハーツクライ, ディアマンティナ, Seeking the Gold
ナンヨーローズ, 2018101277, エピファネイア, カディーシャ, ダイワメジャー
カイヨウアポロ, 1999104145, フサイチコンコルド, シエークピース, ハイセイコー
オメガオリーブ, 2019105795, ゴールドシップ, ファンシーリシェス, キングカメハメハ
ジャスティンスター, 2018106326, スクリーンヒーロー, エスジーブルーム, アフリート
ナバロン, 2019102456, ブラックタイド, シシャモチャン, サクラバクシンオー
レッドアウレア, 2018104857, スクリーンヒーロー, レッドマニッシュ, シンボリクリスエス
オクトパス, 2003104113, スキャン, リバイバルガール, バブルガムフェロー
タケマルドン, 2009103220, アドマイヤドン, ウメチャン, アサティス
ヌンカプト, 2017103142, ナカヤマフェスタ, ディアルーモ, ネオユニヴァース
キタサンユーダイ, 2019103293, キタサンブラック, ハートフル, Shamardal
クールココナヒメ, 2019103804, パイロ, クールメアリー, タイキシャトル
ゴールドローズ, 2019102553, ゴールドシップ, カクテルローズ, タニノギムレット
トルナヴァ, 2019110050, Lope de Vega, Bratislava, Dr Fong
ハイエストピーク, 2018104670, ノヴェリスト, ダノンフローラ, アグネスタキオン
フロストエッジ, 2018106469, ヘニーヒューズ, スノーサミット, アドマイヤムーン
マサノカヴァリエ, 2019106978, アメリカンペイトリオット, モエレカバーガール, フレンチデピュティ
ヴィントミューレ, 2018100406, オルフェーヴル, ストーミーレニー, Storm Cat
パラダイスホーク, 2002105859, パラダイスクリーク, アリダーフラッシュ, マークオブディスティンクション
サニービーナス, 1999105607, サニーブライアン, ロザリヤリーダー, スキャン
ヒノデモンテローザ, 1996101627, マルゼンスキー, シルビアワン, キャタオラ
オオトリサンビーム, 1999100446, フレイズ, リュウコウサクラ, サクラユタカオー
トミノアッフェアー, 2002104986, コロニアルアッフェアー, トミシャーク, シルバーシャーク
テイエムシップ, 2019107031, ルーラーシップ, ビッグスマイル, タニノギムレット
ヤマニンアンフィル, 2019100604, ダイワメジャー, ヤマニンパピオネ, スウェプトオーヴァーボード
ビーナスサンヒコ, 1999102627, ジェニュイン, マイアイソン, アスワン
ミレニアムレコード, 1998102406, ウォーニング, ダンスジニー, The Minstrel
ポッター, 2004102254, デザートキング, オースミシャロン, ヘクタープロテクター
チャプリ, 2019102438, ヘニーヒューズ, ホワイトフーガ, クロフネ
ターンオブフット, 1995106164, コマンダーインチーフ, ヤヨイテンマ, シーホーク
スティールウインナ, 1999102736, ヤマニンゼファー, ナイルスター, トニービン
ダイレクトショー, 1996104435, スリルショー, ヤタノダイリン, クラウンドプリンス
モエレアゲイト, 2007103756, ゴールドヘイロー, モエレカントリー, ティンバーカントリー
シゲルホタルイシ, 2016102562, サウスヴィグラス, シゲルウエンセン, ジャングルポケット
プリンスルドルフ, 1996106652, シンボリルドルフ, フオアザボーイズ, Draconic
ミラクルブリザード, 2009104789, ファスリエフ, ローレルプリンセス, サンデーサイレンス
シャコーラヴ, 2000103052, キンググローリアス, セイカテンチュウ, プリンスオブバーズ
イグアスノタイヨウ, 2003107237, バブルガムフェロー, ツジノコーウン, トウショウボーイ
ノートルプロメス, 2019106866, ヴィクトワールピサ, ステラムーン, アドマイヤムーン
カフェベラノッテ, 2019103308, アロマカフェ, カフェララルー, ストラヴィンスキー
カレンラファータ, 2019101203, バトルプラン, カレンコティヤール, ディープスカイ
シゲルツキミザケ, 2019104211, リオンディーズ, エアマスカット, ジャングルポケット
ロックユアハート, 2019106682, ロードカナロア, ロックマイハート, Sholokhov
クリスタルグレイス, 1996104286, クリスタルグリッターズ, ホーマンプリンセス, タケシバオー
ドラゴンゴクウ, 2019105587, トゥザグローリー, トーセンウーノ, シンボリクリスエス
クラウンシューター, 2019103332, リーチザクラウン, スギノブロッサム, フサイチコンコルド
スノーハレーション, 2018105030, ディープインパクト, ココシュニック, クロフネ
ヒューミリティ, 2017104674, ダイワメジャー, ヴァイオレットラブ, ドクターデヴィアス
グリーンティー, 2000105843, アグネスカミカゼ, ミセスコニー, ニホンピロウイナー
ヒデノトップ, 1995102116, ラシアンボンド, ヒデノボールド, ボールドリック
アメジストブラック, 2019105051, エピファネイア, アメジストリング, フジキセキ
エイシンデュエラー, 2019103495, ドゥラメンテ, ホームフロムオズ, Pulpit
オウケンムーンアイ, 2019105466, オウケンブルースリ, ムーンフェイズ, エリシオ
シルバーキングダム, 2019103553, イスラボニータ, プリティウイッチ, クロフネ
スピリットワールド, 2019101860, アメリカンペイトリオット, アクアリスト, コロナドズクエスト
ハイパーストーム, 2019110097, Stormy Atlantic, クイーンズターフ, ディープインパクト
ピンクムーン, 2019103965, マクフィ, バクシンスクリーン, サクラバクシンオー
ブレイクザアイス, 2019103219, ラニ, チェストケハーツ, ハーツクライ
レヴール, 2019100614, トランセンド, アルマミーア, ディープインパクト
グレースバンブー, 1996107719, バンブーアトラス, ベストキャノン, ロードザキャノンズ
ムツノアカデミー, 1997200041, ロイヤルアカデミーII, ムツノサオリ, ファルコン
デキシーメイ, 2005103007, マイネルラヴ, リードリズム, プルラリズム
ガラパゴス, 2019102161, ミッキーアイル, トウカイファイン, フレンチデピュティ
ナチュラルリバー, 2020102559, ルーラーシップ, シナノネージュ, フレンチデピュティ
ブルジュドバイ, 2020103587, キタサンブラック, プリティカリーナ, Seeking the Gold
シーズザデイ, 2019101797, ドゥラメンテ, ラーチャプルック, マーベラスサンデー
ベストシンガー, 2018105368, ロードカナロア, レッドラヴィータ, スペシャルウィーク
ハイフレンドコロナ, 1996106142, シャーディー, バンブトンジョイ, テスコボーイ
エトワールジェンヌ, 2019104346, ブラックタイド, ピュアシンフォニー, ストラヴィンスキー
エナハツホ, 2019100094, トビーズコーナー, タイセイゴディス, ステイゴールド
スコラーリ, 2019100718, トゥザワールド, ヒカリヴィグラス, サウスヴィグラス
フジノスターダスト, 2003105040, チーフベアハート, サンアントラーズ, ノーアテンション
マルブツプライド, 2019103518, ホッコータルマエ, アルブスメロディー, ゴールドアリュール
ムーヴ, 2019101759, ラニ, スイートマルセル, ワイルドラッシュ
クラシックヒーロー, 1996103984, メリーナイス, アイランドテスコ, テスコボーイ
テイオープリンス, 2001106397, ロドリゴデトリアーノ, スマイリーカンナ, Homebuilder
エーエスターンシー, 2000103989, ホークアタック, インフルヴユー, Full Out
アトミックベル, 1998101103, ウイニングチケット, レーンベルベル, Vaguely Noble
サンキンカミカゼ, 2004104389, ロイヤルタッチ, ダイアナホープ, ノーザンアンサー
カンタベリーラヴ, 2005102039, マイネルラヴ, エイダイアスワン, アスワン
ボルカンバル, 2018104577, オルフェーヴル, カチバ, Sir Cat
カメハメハタイム, 2019105538, ドゥラメンテ, レツィーナ, キャプテンスティーヴ
セピアノーツ, 2018100824, ジョーカプチーノ, モンルージュ, Smart Strike
ネオヒューズ, 2018102453, アジアエクスプレス, スズノメガミ, ワイルドラッシュ
マテンロウスタイル, 2018102444, ハーツクライ, ファーストナイナー, フォーティナイナー
ルクスレガート, 2019106153, ザファクター, オメガリトルスター, ジャングルポケット
ルヴェルジェ, 2019110130, Maclean's Music, Wine Train, Tiz Wonderful
レイクアメリカン, 1999110261, Salt Lake, Spinnin Cannon, Loose Cannon
アイリスクォーツ, 2018105106, アジアエクスプレス, スペクトロライト, ディープインパクト
キリノシコツコ, 2003102580, タヤスツヨシ, ダイヤモンドジェム, ドクターデヴィアス
ビビットプラム, 2003103895, タイキシャーロック, イチマツモアー, アーテイアス
アスクスタイルマン, 2018100716, ハーツクライ, キングスミール, Theatrical
アピテソーロ, 2017105028, ブラックタイド, チェリーフォレスト, サクラバクシンオー
トーセンインディゴ, 2018105671, ダイワメジャー, トーセンブリリアン, ホワイトマズル
エフケービジェイ, 2003101143, シャンハイ, サーストンキセキ, フジキセキ
キンタマーニ, 2003101917, ゼンノメイジン, トップドーター, ディクタス
グッドライフ, 2001106002, アジュディケーティング, ショウクイン, パドスール
シンリミテス, 2019106148, ドレフォン, ポリアフ, キングカメハメハ
スリールサンセール, 2019105267, ドレフォン, スリールドランジュ, ゼンノロブロイ
ホウオウパレード, 2019104465, ドゥラメンテ, スパニッシュクイーン, Tribal Rule
シンセイナンシー, 1996107831, ステートリードン, センタープロスパー, ゴールドアンドアイボリー
パトリオットワン, 1997104431, ポリッシュパトリオット, フレンドシザラ, シンザン
ライデンボーム, 1995102583, ワカオライデン, クラネバダンサー, ネヴァーダンス
トラストドーベル, 2018102231, オルフェーヴル, フェアリーバニヤン, Honour and Glory
パーティパーティー, 1999104080, サンシャインフォーエヴァー, ラジアントロッチ, タニノフェバリット
アイマックス, 2016106340, ジャングルポケット, フサイチミニヨン, サンデーサイレンス
ユヌエトワール, 2017104850, スピルバーグ, ノーブルステラ, Monsun
ポルトヴェッキオ, 2018105266, ロードカナロア, ポルトフィーノ, クロフネ
トミノクロカミ, 2004104791, トーホウエンペラー, トミクロス, タマモクロス
ブロンドケリー, 2019106226, エピファネイア, アドマイヤマリリン, アグネスタキオン
タツマユーテル, 1997102562, テンパレートシル, マルセイフォーユ, テリオス
アクティブバイオ, 2019101966, キズナ, ヒカルトキメキ, クロフネ
ウインルーア, 2018101626, ゴールドシップ, コスモエルデスト, ブラックホーク
トーセンマーク, 2018105670, トーセンホマレボシ, トーセンフリージア, シンボリクリスエス
ミエノベルル, 2018104780, エピファネイア, ベルルミエール, スウェプトオーヴァーボード
カムアラウンド, 2005102490, アドマイヤベガ, エレガントプロウズ, アンバーシャダイ
インフィニタス, 2018105401, モーリス, アンチュラス, ディープインパクト
エメヴィベール, 2019104907, ダイワメジャー, ホワイトローズII, Tapit
ネグローニ, 2018105195, ドゥラメンテ, ヒッピー, ムータティール
パトリオットラン, 2019107004, アメリカンペイトリオット, サパス, Kingmambo
ビートエモーション, 2019110120, Quality Road, J. Quirk, Unbridled's Song
フィーカ, 2019103946, ホッコータルマエ, スールキートス, キングヘイロー
ブライトホルン, 2019100617, シニスターミニスター, ウィッシュハピネス, ゴールドアリュール
ホウオウヴォーヌ, 2018103477, オルフェーヴル, ヴンダーゾンネ, グラスワンダー
ローラスノビリス, 2019104901, ロードカナロア, ベイトゥベイ, Sligo Bay
マイネルカグラ, 2019100773, ヴィクトワールピサ, マイネアルデュール, アドマイヤコジーン
レッドロムルス, 2018105363, キングカメハメハ, レッドクラウディア, アグネスタキオン
ゴーユウ, 2004102590, ゴーカイ, ハワイアンクリーク, スマコバクリーク
キングサリ, 2018102733, トビーズコーナー, ビューティーリヨ, ゴールドヘイロー
ファーストクロス, 1998102515, ホワイトマズル, スカイディクター, ノーザンディクテイター
シャトルダンサー, 2010105091, グラスワンダー, ビッグティアラ, タイキシャトル
ホウライオーカン, 2007105832, バゴ, ホウライサンデー, サンデーサイレンス
ダイナキャンドル, 1994108310, フォティテン, ダイナセレスタ, ダンサーズイメージ
ホウオウユニコーン, 2019105808, ゴールドシップ, ホウオウサブリナ, ルーラーシップ
ラブトップレディ, 2000105258, シャンハイ, スーパーサマンサ, カコイーシーズ
ホワイトタイム, 1999105657, ワッスルタッチ, エン, サクラショウリ
クラマササンバ, 2003105939, ワカオライデン, クラマサシャトル, サクラテルノオー
パワーエンブレム, 2019106702, イスラボニータ, パワーオブフェイス, オジジアン
ソンゴクウ, 2002104318, ウイニングチケット, カイソクソロン, シェイヴィアン
ハートフルドリーム, 2003104848, アグネスカミカゼ, カナミドリ, ナグルスキー
アスクドンキバック, 2018101299, キングカメハメハ, マルトク, マーベラスサンデー
シゲルオトヒメ, 2019102986, ベルシャザール, ピースヴィクトリア, マヤノトップガン
ブリリアンストーム, 2007104856, ノーリーズン, キャラット, フレンチデピュティ
ガーデンアイル, 2019105499, ミッキーアイル, ラックビーアレディトゥナイト, Mr. Greeley
テイエムランウェイ, 2019106632, スズカコーズウェイ, タイムトゥラン, ブライアンズタイム
フォルステライト, 2017105413, キングカメハメハ, タンザナイト, サンデーサイレンス
ホウヨウエルブ, 1999103490, スリルショー, グランドソフィア, ミスターシービー
モズミツボシ, 2019103718, グランプリボス, モズフリムカナイデ, クロフネ
コルチナ, 2010104056, ハーツクライ, エスティメーション, エンドスウィープ
シルバーカテリーナ, 2006100164, シルバーチャーム, ウランウラン, ブライアンズタイム
ウィナーズキャリー, 1998102530, ダイナガリバー, キャリーファースト, ルイヴィルサミット
グリュースゴット, 2018104392, ヘニーヒューズ, ラブフール, ゼンノロブロイ
シンゼンイズモ, 2020102993, エピファネイア, ビジュアルショック, Kingmambo
ミスシェーンハイト, 2016101009, ヤマニンセラフィム, トーヨーハヤテ, フレンチデピュティ
スウォナーレ, 2015103972, フリオーソ, サイキカンパツ, ティンバーカントリー
イーストミー, 2005104879, レギュラーメンバー, ヒシファンタジー, タイキシャトル
グリュレーヴ, 2018104077, キズナ, スターオブサファイア, Tapit
ファインバーグ, 2019101691, シルバーステート, アースウィンド, ディープスカイ
メイショウピスカリ, 2018106146, アドマイヤムーン, フェアナタリー, ダンスインザダーク
フジノダイオー, 1996106997, グリーンマウント, ライバメロディー, カツラギエース
スカイチャンピオン, 1995108640, アジュディケーティング, マチス, Mr. Prospector
レッドレジェーラ, 2018104772, ディープインパクト, プレミアステップス, Footstepsinthesand
ヴァンシャンテ, 2019103047, バゴ, ルレシャンテ, ヴィクトワールピサ
フジノバブル, 1999101108, バブルガムフェロー, ドントヒットオンミー, Capote
バードクン, 2001105870, ジェニュイン, ドリームバード, ニホンピロウイナー
キヌガサアジュディ, 2002101638, アジュディケーティング, シンカンノゾミ, アスワン
ライトオブマリア, 2005100388, ムーンバラッド, ジャリラ, ダハール
メモリアルオペラ, 2000103361, グランドオペラ, エイシンハルコ, タイテエム
クロンダイク, 2006106640, ゴールドヘイロー, セフティールイーズ, スイフトスワロー
ホマレリスト, 2000200039, ゼネラリスト, ナカノフロルア, フロルア
レッドジャスパー, 2002104649, ピルサドスキー, ベラミスキー, コリムスキー
スマートブライト, 1998104459, ボールドノースマン, アカリホマレ, ビゼンニシキ
ピンクダイヤ, 2019110090, Speightstown, Tap Diva, Tapit
サーブルルミエール, 2017102274, ゴールドアリュール, ルナジェーナ, フォーティナイナー
テイエムエメラルド, 2018102822, ロードカナロア, ヒミノダンス, ダンスインザダーク
シャープレディー, 1996101346, トロメオ, タカエシャネル, コリムスキー
グランドゼファー, 1996100095, ヤマニンゼファー, グランドモガミ, モガミ
ブルーデイジー, 2019101340, ディスクリートキャット, シャイニングスルー, スペシャルウィーク
ボリュームアップ, 2001103618, シェイヴィアン, タルマエレディー, ルション
シャーマンズケイブ, 2019105045, ハーツクライ, アナアメリカーナ, American Post
ゼニット, 2019101675, エピファネイア, リンネ, ワイルドラッシュ
トーセンシエロ, 2019104430, New Bay, フォレガ, Oasis Dream
ルージュフェリーク, 2018104846, Golden Horn, ルーヴインペリアル, Giant's Causeway
ヤマネダンサー, 2000105460, クリスタルグリッターズ, ミスニッショウ, トウショウボーイ
クレージーデイジー, 2009105499, ケイムホーム, コージネット, Affirmed
フォーランマリア, 2019104726, キンシャサノキセキ, グランディフローラ, メイショウサムソン
センチュリーホース, 2001106662, エイシンサンディ, ベストンチーター, アサヒオー
テキサスコンコルド, 2000107380, フサイチコンコルド, イエローローズオブテキサス, Smarten
ナナクサ, 2008106100, アドマイヤボス, トゥインチアズ, シャーディー
パワードリーム, 2004107306, ウェイオブライト, ピアマキシム, Diesis
モエギノキング, 2000100051, ビワタケヒデ, スズランサンサン, スターサンシャイン
ラヴァリーワイズ, 1999104013, ゼネラリスト, バーミューダローズ, フラッシュオブスティール
コーリングユー, 2019106194, ディープインパクト, マルケサ, Kingmambo
ワンダーウィルク, 2019103092, ザファクター, ワンダービーナス, バゴ
カミノノゾミ, 1999100367, サンデーウェル, キャロットフラワー, サクラロータリー
エブロスリーベン, 1999101405, エブロス, マスタカラ, ロードリージ
タカラグロリー, 1998105243, ジェネラス, タカラヴィレッジ, キンググローリアス
シンキングタイム, 2015100664, ヴァーミリアン, ヤマサカントリー, ティンバーカントリー
クリノカイザー, 2018106659, スマートファルコン, チャーミングオーラ, Fusaichi Pegasus
エコロブラスト, 2018106806, ディープブリランテ, チアズヒカリ, マヤノトップガン
シンゼンコイチャン, 2019107071, モーリス, シンゼンクイーン, キングズベスト
イガノエース, 1998103673, イナリワン, ヒロノガーベラ, ヤマニンスキー
フェアグレース, 1994105059, ノーリュート, ホールドクィーン, シーホーク
